wals code	name	latitude	longitude	genus	family	subfamily	iso codes
gdr	Gidar	10	14	Biu-Mandara	Afro-Asiatic	Chadic	gid
gds	Gadsup	-6.25	146	Eastern Highlands	Trans-New Guinea		gaj
gel	Gela	-9.08333333333	160.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	nlg
geo	Georgian	42	44	Kartvelian	Kartvelian		kat
ger	German	52	10	Germanic	Indo-European		deu
gfr	Guianese French Creole	5	-53	Creoles and Pidgins	other		gcr
ggu	Gureng Gureng	-25.25	151	Pama-Nyungan	Australian		gnr
gha	German (Hannover)	52.4166666667	9.66666666667	Germanic	Indo-European		deu
ghb	Guahibo	5	-69	Guahiban	Guahiban		guh
gho	Ghotuo	7.08333333333	5.75	Edoid	Niger-Congo	Benue-Congo	aaa
ghr	Gahri	32.5	77	Bodic	Sino-Tibetan	Tibeto-Burman	bfu
gid	Gidabal	-28.4166666667	152.416666667	Pama-Nyungan	Australian		bdy
gil	Gilaki	37.3333333333	50	Iranian	Indo-European		glk
gim	Gimira	7	35.75	North Omotic	Afro-Asiatic	Omotic	bcq
gir	Gula Iro	10.25	19.4166666667	Adamawa	Niger-Congo	Adamawa-Ubangi	glj
git	Gitksan	55.3333333333	-127.75	Tsimshianic	Penutian		git
giz	Giziga	10.3333333333	14.1666666667	Biu-Mandara	Afro-Asiatic	Chadic	gis giz
gji	Gurindji	-17.6666666667	130.666666667	Pama-Nyungan	Australian		gue
gjj	Guajajara	-5	-46	Tupi-Guaraní	Tupian		gub
gku	Gününa Küne	-41	-67	Puelche	Chon		pue
gla	Gelao	22.9166666667	105.5	Kadai	Tai-Kadai		gio
glc	Galician	43	-8	Romance	Indo-European		glg
gll	Galela	2.41666666667	128.333333333	North Halmaheran	West Papuan		gbi
gln	Golin	-6.33333333333	144.75	Chimbu	Trans-New Guinea		gvf
glp	Gaalpu	-12.6666666667	136.75	Pama-Nyungan	Australian		dhg
gma	German (Mansfeldisch)	51.5833333333	11.5	Germanic	Indo-European		deu
gmb	Guambiano	2.5	-76.6666666667	Barbacoan	Barbacoan		gum
gml	Gamilaraay	-29.8333333333	149.5	Pama-Nyungan	Australian		kld
gmt	Gumatj	-12.5	135.5	Pama-Nyungan	Australian		gnn
gmw	Gumawana	-9.25	150.833333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	gvs
gmz	Gumuz	12.5	35.8333333333	Gumuz	Nilo-Saharan		guk
gna	Guana	-22	-58	Mascoian	Mascoian		gva
gnb	Gunbalang	-12	134	Gunwinygic	Australian	Gunwinyguan	wlg
gnd	Ga'anda	10.3333333333	12.5833333333	Biu-Mandara	Afro-Asiatic	Chadic	gqa
gnn	Gunin	-14.25	126.666666667	Wororan	Australian		gww
gno	Guanano	0.833333333333	-69.5	Tucanoan	Tucanoan		gvc
gny	Gunya	-26.5	146.5	Pama-Nyungan	Australian		gyy
goa	Goajiro	12	-72	Arawakan	Arawakan		guc
god	Godoberi	42.6666666667	46.0833333333	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	gdo
goe	Goemai	8.66666666667	9.75	West Chadic	Afro-Asiatic	Chadic	ank
gog	Gogodala	-8.08333333333	142.833333333	Gogodala	Gogodala-Suki		ggw
goj	Gojri	32.75	76.25	Indic	Indo-European		gju
gok	Gokana	4.58333333333	7.33333333333	Cross River	Niger-Congo	Benue-Congo	gkn
gol	Gola	7.25	-10.8333333333	Southern Atlantic	Niger-Congo	Atlantic	gol
gon	Gondi	19	81	South-Central Dravidian	Dravidian		ggo gno
goo	Gooniyandi	-18.3333333333	126.333333333	Bunuban	Australian		gni
gor	Gorowa	-4.5	36.5	Southern Cushitic	Afro-Asiatic	Cushitic	gow
gos	German (Ostschweiz)	47.4166666667	9.25	Germanic	Indo-European		gsw
gpz	German (Appenzell)	47.3333333333	9.33333333333	Germanic	Indo-European		gsw
grb	Grebo	5	-8	Kru	Niger-Congo		gry
gre	Greenlandic (East)	65	-40	Eskimo	Eskimo-Aleut		kal
grf	Garífuna	15.6666666667	-88	Arawakan	Arawakan		cab
grg	Gurr-goni	-12.25	134.416666667	Burarran	Australian		gge
grj	Guarijío	27.75	-108.666666667	Tarahumaran	Uto-Aztecan		var
grk	Greek (Modern)	39	22	Greek	Indo-European		ell
grm	Gurma	12.25	1	Gur	Niger-Congo		gux
grn	Gurenne	10.8333333333	-0.916666666667	Gur	Niger-Congo		gur
gro	Guro	7	-6	Eastern Mande	Niger-Congo	Mande	goa
grp	German (Ripuarian)	51	7	Germanic	Indo-European		ksh
grr	Garrwa	-17.0833333333	137.166666667	Garrwan	Australian		gbc
grs	Garus	-4.95	145.666666667	Madang	Trans-New Guinea		gyb
grt	Gorontalo	0.5	122	Sulawesi	Austronesian	Western Malayo-Polynesian	gor
grw	Greenlandic (West)	64	-51	Eskimo	Eskimo-Aleut		kal
gsl	Greek Sign Language	38.5	22	Sign Languages	other		gss
gso	Greenlandic (South)	60	-44	Eskimo	Eskimo-Aleut		kal
gtg	German (Thurgau)	47.5833333333	9.16666666667	Germanic	Indo-European		gsw
gth	German (Thuringian)	51	11	Germanic	Indo-European		deu
gti	German (Timisoara)	45.75	21.25	Germanic	Indo-European		deu
gto	Guató	-17	-58	Guató	Macro-Ge		gta
gua	Guaraní	-26	-56	Tupi-Guaraní	Tupian		gug
gud	Gude	10.4166666667	13.4166666667	Biu-Mandara	Afro-Asiatic	Chadic	gde
gue	Guere	6.66666666667	-7.75	Kru	Niger-Congo		gxx wec
gug	Gugada	-30	134	Pama-Nyungan	Australian		ktd
guh	Guhu-Samane	-8	147.333333333	Binanderean	Trans-New Guinea		ghs
guj	Gujarati	23	72	Indic	Indo-European		guj
gul	Gula (in Central African Republic)	9.5	22.5	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	glu
gum	Gumbaynggir	-30.1666666667	152.5	Pama-Nyungan	Australian		kgs
gun	Gunu	4.58333333333	11.25	Bantoid	Niger-Congo	Benue-Congo	yas
guq	Guaque	1	-72.0833333333	Cariban	Cariban		
gur	Gurung	28.3333333333	84.3333333333	Bodic	Sino-Tibetan	Tibeto-Burman	ggn gvr
gus	Gusii	-0.75	34.8333333333	Bantoid	Niger-Congo	Benue-Congo	guz
gut	Gurma (Togo)	10.75	0.666666666667	Gur	Niger-Congo		gux
guu	Guugu Yimidhirr	-15	144.833333333	Pama-Nyungan	Australian		kky
gvi	German (Viennese)	48.1666666667	16.3333333333	Germanic	Indo-European		bar
gwa	Gwari	9.5	7	Nupoid	Niger-Congo	Benue-Congo	gbr gby
gwe	German (Westphalian)	52	7.5	Germanic	Indo-European		wep
gwo	Gworok	9.91666666667	8.16666666667	Platoid	Niger-Congo	Benue-Congo	kcg
gyb	Guayabero	2.83333333333	-72	Guahiban	Guahiban		guo
gzu	German (Zurich)	47.4166666667	8.5	Germanic	Indo-European		gsw
had	Hadza	-3.75	35.1666666667	Hadza	Hadza		hts
hai	Haida	53	-132	Haida	Haida		hdn hax
hak	Hakka	25	116	Chinese	Sino-Tibetan		hak
hal	Halia	-5.25	154.666666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	hla
ham	Hamtai	-7.5	146.25	Angan	Trans-New Guinea		hmt
han	Hani	23	103	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	hni
har	Haruai	-5.08333333333	144.166666667	Upper Yuat	Upper Yuat		tmd
hat	Hatam	-1	134	Hatam	West Papuan		had
hau	Hausa	12	7	West Chadic	Afro-Asiatic	Chadic	hau
hav	Havasupai	35.75	-112.5	Yuman	Hokan		yuf
haw	Hawaiian	19.5833333333	-155.5	Oceanic	Austronesian	Eastern Malayo-Polynesian	haw
hay	Hayu	27.25	86	Bodic	Sino-Tibetan	Tibeto-Burman	vay
hba	Hebrew (Modern Ashkenazic)	31.75	35.1666666667	Semitic	Afro-Asiatic		heb
hcr	Haitian Creole	19	-72.5	Creoles and Pidgins	other		hat
hdi	Hdi	11.8666666667	13.7166666667	Biu-Mandara	Afro-Asiatic	Chadic	xed
heb	Hebrew (Modern)	31.5	34.8333333333	Semitic	Afro-Asiatic		heb
heh	Hehe	-8	36	Bantoid	Niger-Congo	Benue-Congo	heh
hei	Heiltsuk	52	-127.5	Northern Wakashan	Wakashan		hei
hem	Hemba	-6.25	27.1666666667	Bantoid	Niger-Congo	Benue-Congo	hem
her	Herero	-20.5833333333	19	Bantoid	Niger-Congo	Benue-Congo	her
hhu	Hanga Hundi	-3.83333333333	142.916666667	Middle Sepik	Sepik		wos
hia	Hianacoto	0.833333333333	-71	Cariban	Cariban		cbd
hid	Hidatsa	47	-102.5	Siouan	Siouan		hid
hil	Hiligaynon	10.25	123	Meso-Philippine	Austronesian	Western Malayo-Polynesian	hil
hin	Hindi	25	77	Indic	Indo-European		hin
hix	Hixkaryana	-1	-59	Cariban	Cariban		hix
hks	Hong Kong Sign Language	22.5	114	Sign Languages	other		
hlb	Halbi	21	81	Indic	Indo-European		hlb
hlk	Halkomelem	49.5	-122.5	Central Salish	Salishan		hur
hln	Halang	14.5	107.5	Bahnaric	Austro-Asiatic	Mon-Khmer	hal
hlp	Hualapai	35.5	-113.75	Yuman	Hokan		yuf
hma	Hmar	24.1666666667	93	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	hmr
hmb	Huambisa	-4	-78	Jivaroan	Jivaroan		hub
hmd	Hmong Daw	26	105	Hmong-Mien	Hmong-Mien		mww
hmi	Huitoto (Minica)	-0.333333333333	-74	Huitoto	Huitotoan		hto
hmo	Hmong Njua	28	105	Hmong-Mien	Hmong-Mien		blu
hmr	Hamer	5	36.5	South Omotic	Afro-Asiatic	Omotic	amf
hmu	Huitoto (Muinane)	-2.41666666667	-71	Huitoto	Huitotoan		hux
hnd	Hunde	-1.16666666667	28.8333333333	Bantoid	Niger-Congo	Benue-Congo	hke
hnk	Hinukh	42.1666666667	46	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	gin
hnn	Hanunóo	12.3333333333	121.25	Meso-Philippine	Austronesian	Western Malayo-Polynesian	hnn
hno	Haida (Northern)	54	-132.5	Haida	Haida		hdn
ho	Ho	22	86	Munda	Austro-Asiatic		hoc
hoa	Hoava	-8.08333333333	157.5	Oceanic	Austronesian	Eastern Malayo-Polynesian	hoa
hok	Hokkien	25	118	Chinese	Sino-Tibetan		nan
hol	Holoholo	-5.16666666667	29.9166666667	Bantoid	Niger-Congo	Benue-Congo	hoo
hop	Hopi	36	-110	Hopi	Uto-Aztecan		hop
hpd	Hup	0.166666666667	-69.25	Vaupés-Japurá	Vaupés-Japurá		jup
hre	Hre	14.6666666667	108.666666667	Bahnaric	Austro-Asiatic	Mon-Khmer	hre
hrr	Harari	9.25	42.1666666667	Semitic	Afro-Asiatic		har
hrs	Harsusi	20	56.5	Semitic	Afro-Asiatic		hss
hsl	Haisla	54	-128.75	Northern Wakashan	Wakashan		has
htc	Huastec	22.0833333333	-99.3333333333	Mayan	Mayan		hsf
htt	Huitoto	-1	-74	Huitoto	Huitotoan		hto
hua	Hua	-6.33333333333	145.333333333	Eastern Highlands	Trans-New Guinea		ygr
hui	Huichol	22	-104	Corachol	Uto-Aztecan		hch
hum	Huitoto (Murui)	-1	-73.5	Huitoto	Huitotoan		huu
hun	Hungarian	47	20	Ugric	Uralic	Finno-Ugric	hun
hup	Hupa	41.0833333333	-123.666666667	Athapaskan	Na-Dene		hup
hve	Huave (San Mateo del Mar)	16.2166666667	-95	Huavean	Huavean		huv
hwc	Hawaiian Creole	21.5	-158	Creoles and Pidgins	other		hwc
hwr	Hawrami	35.75	45.5	Iranian	Indo-European		hac
hya	Haya	-2	31.5	Bantoid	Niger-Congo	Benue-Congo	hay
hyo	Hyow	22.0833333333	92.4166666667	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	csh
hzb	Hunzib	42.1666666667	46.25	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	huz
iaa	Iaai	-20.4166666667	166.583333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	iai
iat	Iatmul	-4.25	143.25	Middle Sepik	Sepik		ian
iau	Iau	-3.16666666667	137.5	Lakes Plain	Lakes Plain		tmu
iba	Iban	2	112	Sundic	Austronesian	Western Malayo-Polynesian	iba
ibi	Ibibio	5.25	7.83333333333	Cross River	Niger-Congo	Benue-Congo	ibb
ibn	Ibanag	17.5	121.666666667	Northern Philippines	Austronesian	Western Malayo-Polynesian	ibg
ice	Icelandic	65	-17	Germanic	Indo-European		isl
ics	Icelandic Sign Language	65	-18	Sign Languages	other		icl
idn	Iduna	-9.33333333333	150.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	viv
ido	Idoma	6.91666666667	7.5	Idomoid	Niger-Congo	Benue-Congo	idu
idu	Idu	29.3333333333	95.8333333333	Mirish	Sino-Tibetan	Tibeto-Burman	clk
ifi	Italian (Fiorentino)	43.75	11.25	Romance	Indo-European		ita
ifm	Ifumu	-3.66666666667	15.3333333333	Bantoid	Niger-Congo	Benue-Congo	ifm
ifu	Ifugao (Batad)	16.8333333333	121.083333333	Northern Philippines	Austronesian	Western Malayo-Polynesian	ifb
iga	Inga	1	-77	Quechuan	Quechuan		inb
igb	Igbo	6	7.33333333333	Igboid	Niger-Congo	Benue-Congo	ibo
ige	Igede	7	8.16666666667	Idomoid	Niger-Congo	Benue-Congo	ige
ign	Ignaciano	-15.1666666667	-65.4166666667	Arawakan	Arawakan		ign
igs	Ingessana	11.5	34	Eastern Jebel	Nilo-Saharan	Eastern Sudanic	tbi
iha	Iha	-2.91666666667	132.25	West Bomberai	West Bomberai		ihp
iir	Indonesian (Irianese)	-2.5	140.666666667	Sundic	Austronesian	Western Malayo-Polynesian	ind
ijo	Ijo (Kolokuma)	4.91666666667	5.66666666667	Ijoid	Niger-Congo		ijc
ik	Ik	3.75	34.1666666667	Kuliak	Nilo-Saharan	Eastern Sudanic	ikx
ika	Ika	10.6666666667	-73.75	Aruak	Chibchan		arh
ila	Ila	-15.5833333333	26.5	Bantoid	Niger-Congo	Benue-Congo	ilb
ill	Illinois	40	-90	Algonquian	Algic		mia
ilo	Ilocano	16	121	Northern Philippines	Austronesian	Western Malayo-Polynesian	ilo
imo	Imonda	-3.33333333333	141.166666667	Border	Border		imn
ina	Inanwatan	-2.08333333333	132.083333333	South Bird's Head	Marind		szp
ind	Indonesian	0	106	Sundic	Austronesian	Western Malayo-Polynesian	ind
ing	Ingush	43.1666666667	45.0833333333	Nakh	Nakh-Daghestanian		inh
inj	Indonesian (Jakarta)	-6.16666666667	106.75	Sundic	Austronesian	Western Malayo-Polynesian	ind
inr	Inuktitut (Rankin Inlet)	63	-92	Eskimo	Eskimo-Aleut		ikt
ins	Inuktitut (Salluit)	62	-76	Eskimo	Eskimo-Aleut		ike
inu	Iñupiaq	67	-161	Eskimo	Eskimo-Aleut		esi
ipi	Indo-Pakistani Sign Language (Indian dialects)	24	80	Sign Languages	other		ins
ipk	Indo-Pakistani Sign Language (Karachi dialect)	28	68	Sign Languages	other		pks
iql	Inuktitut (Quebec-Labrador)	62	-73	Eskimo	Eskimo-Aleut		ike
iqu	Iquito	-3.25	-74	Zaparoan	Zaparoan		iqu
ird	Irish (Donegal)	55	-8	Celtic	Indo-European		gle
iri	Irish	53	-8	Celtic	Indo-European		gle
irm	Irish (Munster)	52.5	-9	Celtic	Indo-European		gle
irq	Iraqw	-4	35.5	Southern Cushitic	Afro-Asiatic	Cushitic	irk
irr	Irarutu	-3	133.5	South Halmahera - West New Guinea	Austronesian	Eastern Malayo-Polynesian	irh
irs	Irish Sign Language	53.5	-7.5	Sign Languages	other		isg
irx	Iranxe	-13	-58	Arawakan	Arawakan		irn
isa	I'saka	-2.83333333333	141.283333333	Krisa	Skou		ksi
ise	Isekiri	5.66666666667	5.5	Defoid	Niger-Congo	Benue-Congo	its
ish	Ishkashmi	37	72	Iranian	Indo-European		sgl
isi	Isirawa	-1.83333333333	138.5	Kwerba	Kwerba		srl
isl	International Sign	40	-170	Sign Languages	other		
isn	Isnag	18.25	121	Northern Philippines	Austronesian	Western Malayo-Polynesian	isd
iso	Isoko	5.5	6.25	Edoid	Niger-Congo	Benue-Congo	iso
iss	Israeli Sign Language	32	34.8333333333	Sign Languages	other		isr
ita	Italian	43	12	Romance	Indo-European		ita
itb	Italian (Bologna)	44.5	11.3333333333	Romance	Indo-European		eml
ite	Itelmen	57	157.5	Southern Chukotko-Kamchatkan	Chukotko-Kamchatkan		itl
itg	Italian (Genoa)	44.4166666667	8.95	Romance	Indo-European		lij
itn	Italian (Napolitanian)	40.9166666667	14.25	Romance	Indo-European		nap
ito	Itonama	-12.8333333333	-64.3333333333	Itonama	Itonama		ito
itu	Italian (Turinese)	45	7.66666666667	Romance	Indo-European		pms
itw	Itawis	17.75	121.5	Northern Philippines	Austronesian	Western Malayo-Polynesian	itv
itz	Itzaj	17	-89.8333333333	Mayan	Mayan		itz
iva	Ivatan	20.5	122	Northern Philippines	Austronesian	Western Malayo-Polynesian	ivv
ivs	Ivatan (Southern)	20.3333333333	121.833333333	Northern Philippines	Austronesian	Western Malayo-Polynesian	ivv
iwa	Iwaidja	-11.5	132.666666667	Iwaidjan	Australian		ibd
iwm	Iwam	-4.33333333333	142	Upper Sepik	Sepik		iwm
ixc	Ixcatec	17.8333333333	-97.1666666667	Popolocan	Oto-Manguean		ixc
ixi	Ixil	15.5	-91	Mayan	Mayan		ixi ixl
izh	Izhor	59	29	Finnic	Uralic	Finno-Ugric	izh
izi	Izi	6.33333333333	8	Igboid	Niger-Congo	Benue-Congo	izi
jab	Jabêm	-6.58333333333	147.783333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	jae
jad	Jad	30.8333333333	79	Bodic	Sino-Tibetan	Tibeto-Burman	bod
jah	Jahai	5.75	101.5	Aslian	Austro-Asiatic	Mon-Khmer	jhi
jak	Jakaltek	15.6666666667	-91.6666666667	Mayan	Mayan		jac jai
jam	Jaminjung	-15.0833333333	130.5	Jaminjungan	Australian		djd
jaq	Jaqaru	-13	-76	Aymaran	Aymaran		jqr
jar	Jarawa (in Nigeria)	9.5	10.5	Bantoid	Niger-Congo	Benue-Congo	jar
jav	Javanese	-7	111	Sundic	Austronesian	Western Malayo-Polynesian	jav
jbt	Jabutí	-12.25	-62.25	Jabutí	Jabutí		jbt
jcr	Jamaican Creole	18.1666666667	-77.25	Creoles and Pidgins	other		jam
jeb	Jebero	-5.41666666667	-76.5	Cahuapanan	Cahuapanan		jeb
jeh	Jeh	15.1666666667	107.833333333	Bahnaric	Austro-Asiatic	Mon-Khmer	jeh
jel	Jeli	9.5	-5.66666666667	Western Mande	Niger-Congo	Mande	
jem	Jemez	35.8333333333	-107	Kiowa-Tanoan	Kiowa-Tanoan		tow
jia	Jiarong	31.5	102	rGyalrong	Sino-Tibetan	Tibeto-Burman	jya
jib	Jibbali	17.5	55	Semitic	Afro-Asiatic		shv
jin	Jino	22	101	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	jiu jiy
jiv	Jivaro	-2.5	-78	Jivaroan	Jivaroan		jiv
jlu	Jur Luwo	8	28	Nilotic	Nilo-Saharan	Eastern Sudanic	lwo
jmm	Jamamadi	-7.5	-67	Arauan	Arauan		jaa
jmo	Jur Mödö	6	30	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	bex
jng	Jingpho	25.4166666667	97	Jinghpo	Sino-Tibetan	Tibeto-Burman	kac
joh	Johari	30.6666666667	80	Bodic	Sino-Tibetan	Tibeto-Burman	
jom	Jomang	10.5833333333	30.5	Talodi Proper	Niger-Congo	Kordofanian	tlo
jpn	Japanese	37	140	Japanese	Japanese		jpn
jpr	Japreria	10.5	-73	Cariban	Cariban		jru
jrn	Juruna	-5	-54.5	Tupi-Guaraní	Tupian		jur
jrw	Jarawa (in Andamans)	12	92.5833333333	South Andamanese	South Andamanese		anq
jua	Juat	-31	115.5	Pama-Nyungan	Australian		
jug	Jugli	27.5	96.3333333333	Baric	Sino-Tibetan	Tibeto-Burman	nst
juh	Ju|'hoan	-19	21	Northern Khoisan	Khoisan		ktz
juk	Jukun	6.91666666667	10.4166666667	Platoid	Niger-Congo	Benue-Congo	jbu
jum	Júma	-7.5	-64	Tupi-Guaraní	Tupian		jua
jun	Juang	21.3333333333	86	Munda	Austro-Asiatic		jun
jur	Jurchen	47	130	Tungusic	Altaic		juc
jva	Javaé	-10	-50.3333333333	Karajá	Macro-Ge		kpj
jwr	Jarawara	-7.5	-65.5	Arauan	Arauan		jap
kaa	Karó (Arára)	-10.3333333333	-62	Ramarama	Tupian		arr
kab	Kabardian	43.5	43.5	Northwest Caucasian	Northwest Caucasian		kbd
kac	Kachari	26.5	91	Baric	Sino-Tibetan	Tibeto-Burman	xac
kad	Kadugli	11	29.6666666667	Kadugli	Kadugli		xtc
kae	Kaki Ae	-8	145.833333333	Tate	Eleman		tbd
kag	Kayu Agung	-3.16666666667	104.916666667	Sundic	Austronesian	Western Malayo-Polynesian	vky
kai	Kaian	-4.08333333333	144.75	Lower Ramu	Lower Sepik-Ramu		kct
kaj	Kaure	-3.41666666667	140.083333333	Kaure	Kaure		bpp
kak	Kamano-Kafe	-6.25	145.666666667	Eastern Highlands	Trans-New Guinea		kbq
kal	Kalami	35.5	72.5	Indic	Indo-European		gwc
kam	Kambera	-9.83333333333	120.166666667	Central Malayo-Polynesian	Austronesian		xbr
kan	Kana	4.75	7.41666666667	Cross River	Niger-Congo	Benue-Congo	ogo
kao	Karao	16.5	120.833333333	Northern Philippines	Austronesian	Western Malayo-Polynesian	kyj
kap	Kela (Apoze)	-7.41666666667	147.083333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	kcl
kaq	Kaurna	-34.25	138.5	Pama-Nyungan	Australian		
kar	Kara (in Central African Republic)	10	23	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	kah
kas	Kashmiri	34	76	Indic	Indo-European		kas
kat	Kâte	-6.5	147.75	Finisterre-Huon	Trans-New Guinea		kmg
kau	Kaulong	-6.16666666667	149.666666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	pss
kaw	Kaiwá	-23	-55	Tupi-Guaraní	Tupian		kgk
kay	Kayardild	-17.05	139.5	Tangkic	Australian		gyd
kaz	Kazakh	50	70	Turkic	Altaic		kaz
kba	Kamba	-1.5	38	Bantoid	Niger-Congo	Benue-Congo	kam
kbi	Kabui	24.8333333333	94	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	nkf
kbl	Kabyle	36.5	5	Berber	Afro-Asiatic		kab
kbo	Kambot	-4.25	144.133333333	Botin	Lower Sepik-Ramu		kbx
kbr	Kayan (Baram)	3.5	114.5	Borneo	Austronesian	Western Malayo-Polynesian	kys
kbt	Kabatei	36.75	49.4166666667	Iranian	Indo-European		xkp
kbu	Kanembu	14	15	Western Saharan	Nilo-Saharan		kbl
kbw	Karen (Bwe)	19.5	97	Karen	Sino-Tibetan	Tibeto-Burman	bwe
kby	Kabiyé	9.66666666667	1.16666666667	Gur	Niger-Congo		kbp
kch	Koyra Chiini	17	-3	Songhay	Nilo-Saharan		khq
kda	Konda	19.5	83	South-Central Dravidian	Dravidian		kfc
kdg	Karipuna do Guapore	-10	-65	Panoan	Panoan		kuq
kdw	Kadiwéu	-20	-57	Guaicuruan	Guaicuruan		kbc
kdz	Kadazan	5.91666666667	117.166666667	Borneo	Austronesian	Western Malayo-Polynesian	kzj
kea	Kanjobal (Eastern)	15.3333333333	-91.6666666667	Mayan	Mayan		kjb
ked	Kedang	-8.25	123.75	Central Malayo-Polynesian	Austronesian		ksx
kef	Kefa	7.25	36.25	South Omotic	Afro-Asiatic	Omotic	kbr
kei	Kei	-5.83333333333	132.916666667	Central Malayo-Polynesian	Austronesian		kei
kek	K'ekchí	16	-89.8333333333	Mayan	Mayan		kek
kel	Kele	-2.08333333333	147.083333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	sbc
kem	Kemant	12.6666666667	37.4166666667	Central Cushitic	Afro-Asiatic	Cushitic	ahg
ken	Kenga	12	18	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	kyq
keo	Ke'o	-8.83333333333	121.25	Central Malayo-Polynesian	Austronesian		xxk
ker	Kera	9.83333333333	15.0833333333	East Chadic	Afro-Asiatic	Chadic	ker
ket	Ket	64	87	Yeniseian	Yeniseian		ket
keu	Kenyah (Uma' Lung)	3	115.833333333	Borneo	Austronesian	Western Malayo-Polynesian	
kew	Kewa	-6.5	143.833333333	Engan	Trans-New Guinea		kew kjs
kfc	Kriol (Fitzroy Crossing)	-18.1666666667	125.583333333	Creoles and Pidgins	other		
kfe	Koromfe	14.25	-0.916666666667	Gur	Niger-Congo		kfz
kfy	Kirghiz (Fu-Yu)	47.75	124.416666667	Turkic	Altaic		kir
kga	Kinga	-9	34	Bantoid	Niger-Congo	Benue-Congo	zga
kgi	Konyagi	12.5	-13.25	Northern Atlantic	Niger-Congo	Atlantic	cou
kgl	Kaugel	-6	144	Chimbu	Trans-New Guinea		ubu
kgm	Kagoma	9.25	8.16666666667	Platoid	Niger-Congo	Benue-Congo	kdm
kgr	Kaguru	-6.33333333333	37	Bantoid	Niger-Congo	Benue-Congo	kki
kgt	Kangiryuarmiut	68.3333333333	-133.75	Eskimo	Eskimo-Aleut		ikt
kgu	Kalkatungu	-21	139.5	Pama-Nyungan	Australian		ktg
kgz	Kirghiz	42	75	Turkic	Altaic		kir
kha	Khalkha	47	105	Mongolic	Altaic		khk
khg	Khaling	27.5	86.6666666667	Bodic	Sino-Tibetan	Tibeto-Burman	klr
khi	Khinalug	41.1666666667	48.0833333333	Lezgic	Nakh-Daghestanian	Daghestanian	kjj
khk	Khakas	53	90	Turkic	Altaic		kjh
khl	Khalaj	35	50	Turkic	Altaic		klj
khm	Khmer	12.5	105	Khmer	Austro-Asiatic	Mon-Khmer	khm
kho	Khoekhoe	-25.5	18	Central Khoisan	Khoisan		naq
khr	Kharia	22.5	84.3333333333	Munda	Austro-Asiatic		khr
khs	Khasi	25.5	92	Khasian	Austro-Asiatic	Mon-Khmer	kha
khu	Khumi	21.9166666667	92.4166666667	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	cnk
khv	Khvarshi	42.25	46.1666666667	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	khv
khw	Khowar	36	72	Indic	Indo-European		khw
kic	Kickapoo	42.25	-84	Algonquian	Algic		kic
kie	Kire	-4.25	144.75	Mikarew	Lower Sepik-Ramu		geb
kij	Kitja	-17.5	127.75	Djeragan	Australian		gia
kik	Kikuyu	-0.75	36.75	Bantoid	Niger-Congo	Benue-Congo	kik
kil	Kiluba	-8	26	Bantoid	Niger-Congo	Benue-Congo	lub
kim	Kimaghama	-8	138.5	Kolopom	Kolopom		kig
kin	Kinyarwanda	-2	30	Bantoid	Niger-Congo	Benue-Congo	kin
kio	Kiowa	37	-99	Kiowa-Tanoan	Kiowa-Tanoan		kio
kiq	Kalmyk (Issyk-Kul)	42.4166666667	78.3333333333	Mongolic	Altaic		xal
kir	Kirma	10.25	-4.83333333333	Gur	Niger-Congo		cme
kis	Kisi	8.83333333333	-10.1666666667	Southern Atlantic	Niger-Congo	Atlantic	kqs kss
kit	Kitsai	31.8333333333	-96.5	Caddoan	Caddoan		kii
kiu	Kui (in Indonesia)	-8.43333333333	124.55	West Timor-Alor-Pantar	Trans-New Guinea		kvd
kiw	Kiwai	-8	143.5	Kiwaian	Kiwaian		kiw kjd
kje	Koreguaje	1	-75.5	Tucanoan	Tucanoan		coe
kji	Kurmanji	38	42	Iranian	Indo-European		kmr
kjn	Kunjen	-16.5	142.5	Pama-Nyungan	Australian		kjn
kjo	Konjo	-5.46666666667	120.333333333	Sulawesi	Austronesian	Western Malayo-Polynesian	kjc
